movieIDd,movie_name
72224,Gentlemen Broncos (2009)
72226,Fantastic Mr. Fox (2009)
72294,"Christmas Carol, A (2009)"
72308,Battlestar Galactica The Plan (2009)
72330,"Private Lives of Pippa Lee, The (2009)"
72356,Partly Cloudy (2009)
72378,2012 (2009)
72395,Precious (2009)
72405,Bad Lieutenant Port of Call New Orleans (2009)
72407,"Twilight Saga New Moon, The (2009)"
72424,Derailed (2002)
72479,"Messenger, The (2009)"
72489,Ninja Assassin (2009)
72591,"Patriot, The (1998)"
72603,Merry Madagascar (2009)
72605,Brothers (2009)
72624,Garage (2007)
72641,"Blind Side, The  (2009)"
72692,Mickey's Once Upon a Christmas (1999)
72694,Shrink (2009)
72696,Old Dogs (2009)
72701,Planet 51 (2009)
72714,Earthlings (2006)
72720,"Single Man, A (2009)"
72731,"Lovely Bones, The (2009)"
72733,Invictus (2009)
72737,"Princess and the Frog, The (2009)"
72874,"Peacekeeper, The (1997)"
72998,Avatar (2009)
73015,It's Complicated (2009)
73017,Sherlock Holmes (2009)
73023,Crazy Heart (2009)
73042,Alvin and the Chipmunks The Squeakquel (2009)
73211,Pontypool (2008)
73266,Youth in Revolt (2009)
73268,Daybreakers (2010)
73319,Leap Year (2010)
73321,"Book of Eli, The (2010)"
73386,Staten Island (2009)
73431,"Maiden Heist, The (2009)"
73488,Blood The Last Vampire (2009)
73515,Bart Got a Room (2008)
73741,Ninja (2009)
73822,Meantime (1984)
73881,3 Idiots (2009)
73929,Legion (2010)
74075,Stan Helsing (2009)
74154,When in Rome (2010)
74275,I Love You Phillip Morris (2009)
74324,Temple Grandin (2010)
74370,"House of the Devil, The (2009)"
74450,Valentine's Day (2010)
74452,"Wolfman, The (2010)"
74458,Shutter Island (2010)
74508,Persuasion (2007)
74530,Percy Jackson & the Olympians The Lightning Thief (2010)
74532,Cop Out (2010)
74545,"Ghost Writer, The (2010)"
74553,"Secret of Kells, The (2009)"
74580,"Spy Next Door, The (2010)"
74624,Agora (2009)
74647,Motherhood (2009)
74677,"Yes Men Fix the World, The (2009)"
74683,Mike Bassett England Manager (2001)
74685,"Crazies, The (2010)"
74688,Dear John (2010)
74696,Last Train Home (2009)
74698,Tooth Fairy (2010)
74754,"Room, The (2003)"
74789,Alice in Wonderland (2010)
74795,Green Zone (2010)
74851,From Paris with Love (2010)
74868,Dorian Gray (2009)
74916,Greenberg (2010)
74946,She's Out of My League (2010)
74948,Harry Brown (2009)
75341,Remember Me (2010)
75416,Generation X (1996)
75446,Little Ashes (2008)
75805,"Bounty Hunter, The (2010)"
75813,Leaves of Grass (2009)
75816,Women in Trouble (2009)
75947,Mondo Cane (1962)
75985,Repo Men (2010)
76030,Case 39 (2009)
76060,"Slammin' Salmon, The (2009)"
76077,Hot Tub Time Machine (2010)
76175,Clash of the Titans (2010)
76251,Kick-Ass (2010)
76751,American Drug War The Last White Hope (2007)
76763,"Runaways, The (2010)"
77177,Wild China (2008)
77191,Death at a Funeral (2010)
77206,Diary of a Wimpy Kid (2010)
77233,"Union The Business Behind Getting High, The (2007)"
77266,Disgrace (2008)
77364,"Losers, The (2010)"
77414,"Last Song, The (2010)"
77421,Cyrus (2010)
77455,Exit Through the Gift Shop (2010)
77561,Iron Man 2 (2010)
77667,MacGruber (2010)
77798,"Nightmare on Elm Street, A (2010)"
77800,Four Lions (2010)
77841,St Trinian's 2 The Legend of Fritton's Gold (2009)
77846,12 Angry Men (1997)
77866,Robin Hood (2010)
77893,Merantau (2009)
77931,Stingray Sam (2009)
78034,Cemetery Junction (2010)
78039,Blue Valentine (2010)
78041,Killers (2010)
78088,Buried (2010)
78103,Shake Hands with the Devil (2007)
78105,Prince of Persia The Sands of Time (2010)
78116,Please Give (2010)
78142,Baarìa (2009)
78174,Sex and the City 2 (2010)
78209,Get Him to the Greek (2010)
78218,Unthinkable (2010)
78264,"Back-up Plan, The (2010)"
78266,Splice (2009)
78316,Letters to Juliet (2010)
78349,Exam (2009)
78467,Jonah Hex (2010)
78469,"A-Team, The (2010)"
78499,Toy Story 3 (2010)
78574,Winter's Bone (2010)
78620,"Scalphunters, The (1968)"
78746,Best Worst Movie (2009)
78772,"Twilight Saga Eclipse, The (2010)"
78836,Enter the Void (2009)
78893,"Last Airbender, The (2010)"
79073,When You're Strange (2009)
79091,Despicable Me (2010)
79132,Inception (2010)
79134,Grown Ups (2010)
79139,"Sorcerer's Apprentice, The (2010)"
79224,"Karate Kid, The (2010)"
79259,Cherrybomb (2009)
79274,Batman Under the Red Hood (2010)
79293,Salt (2010)
79357,Mr. Nobody (2009)
79428,Dinner for Schmucks (2010)
79553,Ip Man 2 (2010)
79590,"Rebound, The (2009)"
79684,Paper Man (2009)
79695,"Expendables, The (2010)"
79702,Scott Pilgrim vs. the World (2010)
79868,Heartless (2009)
79897,Get Low (2009)
79946,"Joneses, The (2009)"
80094,"Last Exorcism, The (2010)"
80126,"American, The (2010)"
80166,"Switch, The (2010)"
80219,Machete (2010)
80241,Going the Distance (2010)
80363,Resident Evil Afterlife (2010)
80463,"Social Network, The (2010)"
80489,"Town, The (2010)"
80549,Easy A (2010)
80551,Eat Pray Love (2010)
80553,Howl (2010)
80572,I'm Still Here (2010)
80586,Flipped (2010)
80590,Wall Street Money Never Sleeps (2010)
80615,Legend of the Guardians The Owls of Ga'Hoole (2010)
80693,It's Kind of a Funny Story (2010)
80727,Middle Men (2009)
80831,Let Me In (2010)
80834,Sintel (2010)
80839,Secretariat (2010)
80846,Devil (2010)
80858,You Again (2010)
80860,Life as We Know It (2010)
80862,Catfish (2010)
80864,You Will Meet a Tall Dark Stranger (2010)
80880,Stone (2010)
80906,Inside Job (2010)
80917,Monsters (2010)
80969,Never Let Me Go (2010)
81087,Luck by Chance (2009)
81132,Rubber (2010)
81156,Jackass 3D (2010)
81158,Restrepo (2010)
81417,Paranormal Activity 2 (2010)
81512,Hereafter (2010)
81537,Due Date (2010)
81562,127 Hours (2010)
81564,Megamind (2010)
81591,Black Swan (2010)
81681,I Shot Jesse James (1949)
81782,Unstoppable (2010)
81784,Morning Glory (2010)
81788,"Next Three Days, The (2010)"
81791,Somewhere (2010)
81819,Biutiful (2010)
81845,"King's Speech, The (2010)"
81847,Tangled (2010)
81932,"Fighter, The (2010)"
81949,"Romantics, The (2010)"
82041,"Loved Ones, The (2009)"
82053,Casino Jack (2010)
82093,London Boulevard (2010)
82095,Skyline (2010)
82152,Beastly (2011)
82169,"Chronicles of Narnia The Voyage of the Dawn Treader, The (2010)"
82202,"Tourist, The (2010)"
82378,All Good Things (2010)
82459,True Grit (2010)
82461,Tron Legacy (2010)
82499,How Do You Know (2010)
82527,Barney's Version (2010)
82534,"Company Men, The (2010)"
82744,Faster (2010)
82767,Rabbit Hole (2010)
82848,One Week (1920)
82854,Gulliver's Travels (2010)
82857,Sweetgrass (2009)
83177,Yogi Bear (2010)
83349,"Green Hornet, The (2011)"
83369,"Way Back, The (2010)"
83480,Season of the Witch (2011)
83601,Amer (2009)
83613,Cowboys & Aliens (2011)
83827,Marwencol (2010)
83910,"Dilemma, The (2011)"
83969,Down Argentine Way (1940)
83976,"Trip, The (2010)"
84152,Limitless (2011)
84156,Happy People A Year in the Taiga (2010)
84189,I Spit on Your Grave (2010)
84374,No Strings Attached (2011)
84392,"Lincoln Lawyer, The (2011)"
84414,All-Star Superman (2011)
84512,Girls About Town (1931)
84601,Unknown (2011)
84615,Cedar Rapids (2011)
84637,Gnomeo & Juliet (2011)
84799,"Asphyx, The (1973)"
84942,Drive Angry (2011)
84944,Rango (2011)
84950,Take Me Home Tonight (2011)
84954,"Adjustment Bureau, The (2011)"
85020,"Mechanic, The (2011)"
85022,Hall Pass (2011)
85025,"Eagle, The (2011)"
85056,I Am Number Four (2011)
85131,Battle Los Angeles (2011)
85213,"Sunset Limited, The (2011)"
85259,Winnie the Pooh and the Honey Tree (1966)
85261,Mars Needs Moms (2011)
85316,Winnie the Pooh and Tigger Too (1974)
85334,Hard Ticket to Hawaii (1987)
85394,Cave of Forgotten Dreams (2010)
85397,Red Riding Hood (2011)
85414,Source Code (2011)
85438,Jane Eyre (2011)
85510,Sucker Punch (2011)
85565,Chalet Girl (2011)
85736,BURN-E (2008)
85774,Senna (2010)
85788,Insidious (2010)
85796,Hobo with a Shotgun (2011)
85881,Win Win (2011)
86000,Boy (2010)
86014,Diary of a Wimpy Kid Rodrick Rules (2011)
86028,Henry's Crime (2010)
86059,Hop (2011)
86190,Hanna (2011)
86286,Daffy Duck's Quackbusters (1988)
86290,American The Bill Hicks Story (2009)
86293,Arthur (2011)
86295,Scream 4 (2011)
86298,Rio (2011)
86320,Melancholia (2011)
86332,Thor (2011)
86487,Mildred Pierce (2011)
86548,Water for Elephants (2011)
86593,African Cats (2011)
86628,Kill the Irishman (2011)
86781,Incendies (2010)
86815,Soul Surfer (2011)
86817,Something Borrowed (2011)
86833,Bridesmaids (2011)
86880,Pirates of the Caribbean On Stranger Tides (2011)
86882,Midnight in Paris (2011)
86892,The Man from Nowhere (2010)
86898,"Tree of Life, The (2011)"
86911,"Hangover Part II, The (2011)"
87028,"Roommate, The (2011)"
87194,The Way (2010)
87197,Let the Bullets Fly (2010)
87222,Kung Fu Panda 2 (2011)
87232,X-Men First Class (2011)
87298,Everything Must Go (2010)
87304,Beginners (2010)
87306,Super 8 (2011)
87413,Bernie (1996)
87430,Green Lantern (2011)
87444,Elektra Luxx (2010)
87483,Mr. Popper's Penguins (2011)
87485,Bad Teacher (2011)
87520,Transformers Dark of the Moon (2011)
87529,Your Highness (2011)
87660,Too Big to Fail (2011)
87785,Takers (2010)
87867,Zookeeper (2011)
87869,Horrible Bosses (2011)
87876,Cars 2 (2011)
87960,Between the Folds (2008)
88069,Delhi Belly (2011)
88108,Monte Carlo (2011)
88129,Drive (2011)
88140,Captain America The First Avenger (2011)
88179,One Day (2011)
88235,"Guard, The (2011)"
88267,Winnie the Pooh (2011)
88272,"Woman, The (2011)"
88345,Mike's New Car (2002)
88356,"Smurfs, The (2011)"
88405,Friends with Benefits (2011)
88672,Our Idiot Brother (2011)
88699,Death Race 2 (2010)
88744,Rise of the Planet of the Apes (2011)
88746,Terri (2011)
88785,"Change-Up, The (2011)"
88810,"Help, The (2011)"
88812,30 Minutes or Less (2011)
88932,Final Destination 5 (2011)
89028,Don't Be Afraid of the Dark (2010)
89030,Fright Night (2011)
89039,Another Earth (2011)
89047,Hesher (2010)
89072,Stake Land (2010)
89087,Colombiana (2011)
89090,Bill Cunningham New York (2011)
89190,Conan the Barbarian (2011)
89281,Birdemic Shock and Terror (2010)
89305,"Inbetweeners Movie, The (2011)"
89343,Red State (2011)
89386,Pearl Jam Twenty (2011)
89388,I Don't Know How She Does It (2011)
89470,Contagion (2011)
89492,Moneyball (2011)
89678,Northanger Abbey (2007)
89745,"Avengers, The (2012)"
89753,Tinker Tailor Soldier Spy (2011)
89761,"Dangerous Method, A (2011)"
89774,Warrior (2011)
89804,"Ides of March, The (2011)"
89837,Kill List (2011)
89840,Killer Elite (2011)
89864,5050 (2011)
89904,The Artist (2011)
89939,Gigi (1949)
90057,Take Shelter (2011)
90249,Real Steel (2011)
90343,Footloose (2011)
90345,"Thing, The (2011)"
90353,Beautiful Boy (2010)
90357,Tyrannosaur (2011)
90374,Martha Marcy May Marlene (2011)
90376,We Need to Talk About Kevin (2011)
90403,"Three Musketeers, The (2011)"
90405,In Time (2011)
90428,Margaret (2011)
90430,Carnage (2011)
90439,Margin Call (2011)
90469,Paranormal Activity 3 (2011)
90471,Puncture (2011)
90522,Johnny English Reborn (2011)
90524,Abduction (2011)
90528,This Must Be the Place (2011)
90531,Shame (2011)
90603,Batman Year One (2011)
90630,Miss Representation (2011)
90647,Puss in Boots (2011)
90717,Tower Heist (2011)
90719,J. Edgar (2011)
90746,"Adventures of Tintin, The (2011)"
90769,Starsuckers (2009)
90809,Tomboy (2011)
90863,George Harrison Living in the Material World (2011)
90866,Hugo (2011)
90888,Immortals (2011)
90890,Jack and Jill (2011)
90943,Into the Abyss (2011)
91077,"Descendants, The (2011)"
91079,Like Crazy (2011)
91126,War Horse (2011)
91128,"Rum Diary, The (2011)"
91233,Lifted (2006)
91273,Bunraku (2010)
91323,"Sitter, The (2011)"
91386,Happy Feet Two (2011)
91414,Arthur Christmas (2011)
91470,Violet & Daisy (2011)
91485,"Expendables 2, The (2012)"
91488,"Snowman, The (1982)"
91500,The Hunger Games (2012)
91529,"Dark Knight Rises, The (2012)"
91535,"Bourne Legacy, The (2012)"
91542,Sherlock Holmes A Game of Shadows (2011)
91571,Coriolanus (2011)
91622,Young Adult (2011)
91653,We Bought a Zoo (2011)
91658,"Girl with the Dragon Tattoo, The (2011)"
91660,"Darkest Hour, The (2011)"
91666,Last Holiday (1950)
91671,Alvin and the Chipmunks Chipwrecked (2011)
91688,Salvation Boulevard (2011)
91690,Friends with Kids (2011)
91842,Contraband (2012)
91873,Joyful Noise (2012)
91890,"Iron Lady, The (2011)"
91935,Albatross (2011)
91974,Underworld Awakening (2012)
91976,"Grey, The (2012)"
91978,Man on a Ledge (2012)
92008,Haywire (2011)
92048,"Whistleblower, The (2010)"
92094,Einstein and Eddington (2008)
92198,Seeking Justice (2011)
92234,Red Tails (2012)
92264,One for the Money (2012)
92309,"Innkeepers, The (2011)"
92391,Grave Encounters (2011)
92420,Chronicle (2012)
92422,"Woman in Black, The (2012)"
92439,"Art of Getting By, The (2011)"
92507,Safe House (2012)
92509,"Vow, The (2012)"
92643,Monsieur Lazhar (2011)
92674,Janie Jones (2010)
92681,Journey 2 The Mysterious Island (2012)
92694,Perfect Sense (2011)
92938,Ghost Rider Spirit of Vengeance (2012)
92954,Prayers for Bobby (2009)
93022,Miss Nobody (2010)
93114,Ro.Go.Pa.G. (1963)
93193,Red Hill (2010)
93242,Gone (2012)
93270,Project X (2012)
93326,This Means War (2012)
93363,John Carter (2012)
93443,Goon (2011)
93502,"Ledge, The (2011)"
93510,21 Jump Street (2012)
93563,Lockout (2012)
93610,Space Battleship Yamato (2010)
93721,Jiro Dreams of Sushi (2011)
93723,Damsels in Distress (2011)
93740,Salmon Fishing in the Yemen (2011)
93766,Wrath of the Titans (2012)
93790,Detachment (2011)
93805,Iron Sky (2012)
93819,Absentia (2011)
93840,"Cabin in the Woods, The (2012)"
93855,God Bless America (2011)
93980,"Three Stooges, The (2012)"
93982,"Raven, The (2012)"
94011,"Big Bang, The (2011)"
94015,Mirror Mirror (2012)
94018,Battleship (2012)
94070,"Best Exotic Marigold Hotel, The (2011)"
94122,Comic-Con Episode IV A Fan's Hope (2011)
94130,Bully (2011)
94150,Hysteria (2011)
94160,Dante's Inferno An Animated Epic (2010)
94262,"Atomic Submarine, The (1959)"
94266,"Five-Year Engagement, The (2012)"
94323,Think Like a Man (2012)
94405,Safe (2012)
94478,Dark Shadows (2012)
94494,96 Minutes (2011) 
94503,"Decoy Bride, The (2011)"
94661,Rocket Singh Salesman of the Year (2009)
94735,Walking with Monsters (2005)
94780,Snow White and the Huntsman (2012)
94799,Sound of My Voice (2011)
94810,Eva (2011)
94864,Prometheus (2012)
94867,"Pact, The (2012)"
94896,Bernie (2011)
94919,Inhale (2010)
94931,Take This Waltz (2011)
94953,Wanderlust (2012)
94959,Moonrise Kingdom (2012)
94985,Get the Gringo (2012)
95067,"Thousand Words, A (2012)"
95088,Safety Not Guaranteed (2012)
95105,Madagascar 3 Europe's Most Wanted (2012)
95135,Your Sister's Sister (2011)
95149,SupermanBatman Public Enemies (2009)
95167,Brave (2012)
95170,Beauty and the Beast The Enchanted Christmas (1997)
95175,Front of the Class (2008)
95193,Pocahontas II Journey to a New World (1998) 
95199,What to Expect When You're Expecting (2012)
95201,To Rome with Love (2012)
95207,Abraham Lincoln Vampire Hunter (2012)
95218,First Position (2011)
95307,Rock of Ages (2012)
95309,Seeking a Friend for the End of the World (2012)
95311,Presto (2008)
95313,Jack-Jack Attack (2005)
95377,One Man Band (2005)
95441,Ted (2012)
95449,Magic Mike (2012)
95508,Cleanskin (2012)
95510,"Amazing Spider-Man, The (2012)"
95558,Beasts of the Southern Wild (2012)
95583,Savages (2012)
95624,"Firm, The (2009)"
95720,"Watch, The (2012)"
95744,2 Days in New York (2012)
95761,Killer Joe (2011)
95843,Goodbye Charlie (1964)
95858,For the Birds (2000)
95873,Ruby Sparks (2012)
95875,Total Recall (2012)
95939,"Angels' Share, The (2012)"
96079,Skyfall (2012)
96110,"Campaign, The (2012)"
96114,Brake (2012)
96121,Hope Springs (2012)
96150,"Queen of Versailles, The (2012)"
96281,ParaNorman (2012)
96283,Diary of a Wimpy Kid Dog Days (2012)
96373,Broken (2012)
96417,Premium Rush (2012)
96430,"Odd Life of Timothy Green, The (2012)"
96432,Lawless (2012)
96488,Searching for Sugar Man (2012)
96530,Conception (2011)
96563,Paradise Lost 3 Purgatory (2011)
96567,"Words, The (2012)"
96606,Samsara (2011)
96608,Runaway Brain (1995) 
96610,Looper (2012)
96616,That's My Boy (2012)
96655,Robot & Frank (2012)
96691,Resident Evil Retribution (2012)
96726,Lola Versus (2012)
96728,"Master, The (2012)"
96737,Dredd (2012)
96811,End of Watch (2012)
96815,VHS (2012)
96821,"Perks of Being a Wallflower, The (2012)"
96832,Holy Motors (2012)
96917,House at the End of the Street (2012)
96964,"Tall Man, The (2012)"
96975,LOL (2012)
97168,Marley (2012)
97172,Frankenweenie (2012)
97188,Sinister (2012)
97225,Hotel Transylvania (2012)
97230,Side by Side (2012)
97304,Argo (2012)
97328,Liberal Arts (2012)
97470,Catch .44 (2011)
97701,Paranormal Activity 4 (2012)
97742,Alex Cross (2012)
97752,Cloud Atlas (2012)
97836,Here Comes the Boom (2012)
97858,Mental (2012)
97866,"Imposter, The (2012)"
97904,Smashed (2012)
97913,Wreck-It Ralph (2012)
97921,Silver Linings Playbook (2012)
97923,Flight (2012)
97936,Anna Karenina (2012)
97938,Life of Pi (2012)
97950,"Man with the Iron Fists, The (2012)"
97988,"Bay, The (2012)"
98061,Himizu (2011)
98122,Indie Game The Movie (2012)
98154,Lincoln (2012)
98160,Nature Calls (2012)
98230,10 Years (2011)
98239,Red Dawn (2012)
98243,Rise of the Guardians (2012)
98279,"Fantastic Fear of Everything, A (2012)"
98296,Deadfall (2012)
98361,Byzantium (2012)
98491,Paperman (2012)
98585,Hitchcock (2012)
98607,Redline (2009)
98799,"Liar's Autobiography The Untrue Story of Monty Python's Graham Chapman, A (2012)"
98809,"Hobbit An Unexpected Journey, The (2012)"
98836,Hyde Park on Hudson (2012)
98961,Zero Dark Thirty (2012)
99005,Fire with Fire (2012)
99007,Warm Bodies (2013)
99030,Wrong (2012)
99087,Playing for Keeps (2012)
99106,"Guilt Trip, The (2012)"
99112,Jack Reacher (2012)
99114,Django Unchained (2012)
99117,This Is 40 (2012)
99130,Ice Cream Man (1995)
99191,Campfire Tales (1997)
99415,Parental Guidance (2012)
99437,John Dies at the End (2012)
99574,Promised Land (2012)
99636,English Vinglish (2012)
99721,Texas Chainsaw 3D (2013)
99728,Gangster Squad (2013)
99750,"Iceman, The (2012)"
99764,It's Such a Beautiful Day (2012)
99853,Codependent Lesbian Space Alien Seeks Same (2011)
99910,"Last Stand, The (2013)"
99917,Upstream Color (2013)
100083,Movie 43 (2013)
100106,"Pervert's Guide to Ideology, The (2012)"
100159,Sightseers (2012)
100163,Hansel & Gretel Witch Hunters (2013)
100226,Why Stop Now (2012)
100277,Tabu (2012)
100302,Upside Down (2012)
100306,Angst  (1983)
100326,Stand Up Guys (2012)
100383,Side Effects (2013)
100390,Identity Thief (2013)
100397,"ABCs of Death, The (2012)"
100487,Beautiful Creatures (2013)
100498,"Good Day to Die Hard, A (2013)"
100527,Safe Haven (2013)
100553,Frozen Planet (2011)
100556,"Act of Killing, The (2012)"
100579,Universal Soldier Day of Reckoning (2012)
100611,Escape from Planet Earth (2013)
100714,Before Midnight (2013)
100737,Snitch (2013)
100810,Dark Skies (2013)
100906,Maniac Cop 2 (1990)
101025,Jack the Giant Slayer (2013)
101070,Wadjda (2012)
101076,G.I. Joe Retaliation (2013)
101088,Stoker (2013)
101112,Oz the Great and Powerful (2013)
101142,"Croods, The (2013)"
101283,"Incredible Burt Wonderstone, The (2013)"
101360,"Call, The (2013)"
101362,Olympus Has Fallen (2013)
101415,"First Time, The (2012)"
101525,"Place Beyond the Pines, The (2012)"
101529,"Brass Teapot, The (2012)"
101531,Phil Spector (2013)
101577,"Host, The (2013)"
101739,Evil Dead (2013)
101741,Trance (2013)
101864,Oblivion (2013)
101884,Dark Tide (2012)
101895,42 (2013)
101973,Disconnect (2012)
102033,Pain & Gain (2013)
102066,Resolution (2012)
102070,Grabbers (2012)
102084,Justice League Doom (2012) 
102123,This Is the End (2013)
102125,Iron Man 3 (2013)
102165,"English Teacher, The (2013)"
102194,Mud (2012)
102378,Syrup (2013)
102407,"Great Gatsby, The (2013)"
102445,Star Trek Into Darkness (2013)
102481,"Internship, The (2013)"
102590,Darkon (2006)
102602,Mimino (1977)
102684,Only God Forgives (2013)
102686,"Hangover Part III, The (2013)"
102720,Epic (2013)
102735,Captain America (1979)
102747,"Rink, The (1916)"
102749,Captain America II Death Too Soon (1979)
102760,Down Terrace (2009)
102800,Frances Ha (2012)
102802,"Lords of Salem, The (2012)"
102819,Behind the Candelabra (2013)
102823,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000)
102880,After Earth (2013)
102903,Now You See Me (2013)
103027,Much Ado About Nothing (2012)
103042,Man of Steel (2013)
103048,"Kings of Summer, The (2013)"
103075,"Purge, The (2013)"
103137,"Bling Ring, The (2013)"
103141,Monsters University (2013)
103210,Fullmetal Alchemist The Sacred Star of Milos (2011)
103221,Not Suitable for Children (2012)
103228,Pacific Rim (2013)
103249,World War Z (2013)
103253,Elysium (2013)
103335,Despicable Me 2 (2013)
103339,White House Down (2013)
103341,"World's End, The (2013)"
103372,"Heat, The (2013)"
103384,"Lone Ranger, The (2013)"
103449,Passion (2012)
103483,VHS2 (2013)
103539,The Spectacular Now (2013)
103543,"Lifeguard, The (2013)"
103596,Sharknado (2013)
103609,Class Act (1992)
103624,Fruitvale Station (2013)
103655,R.I.P.D. (2013)
103685,"Field in England, A (2013)"
103688,"Conjuring, The (2013)"
103772,"Wolverine, The (2013)"
103801,Drinking Buddies (2013)
103810,Red 2 (2013)
103865,Revenge for Jolly! (2012)
103883,2 Guns (2013)
103980,Blue Jasmine (2013)
104074,Percy Jackson Sea of Monsters (2013)
104076,"Smurfs 2, The (2013)"
104078,Alan Partridge Alpha Papa (2013)
104129,Man of Tai Chi (2013)
104218,Grown Ups 2 (2013)
104241,Kick-Ass 2 (2013)
104243,Riddick (2013)
104245,Planes (2013)
104272,Blackfish (2013)
104303,Jobs (2013)
104339,In a World... (2013)
104374,About Time (2013)
104419,Justice League Crisis on Two Earths (2010)
104457,You're Next (2011)
104760,Getaway (2013)
104837,Rage of Honor (1987)
104841,Gravity (2013)
104879,Prisoners (2013)
104906,Austenland (2013)
104908,Insidious Chapter 2 (2013)
104913,Rush (2013)
104925,"Family, The (2013)"
104944,Short Term 12 (2013)
105037,"To Do List, The (2013)"
105121,Inescapable (2012)
105197,Nebraska (2013)
105211,Enough Said (2013)
105250,"Century of the Self, The (2002)"
105351,Runner Runner (2013)
105468,Cloudy with a Chance of Meatballs 2 (2013)
105504,Captain Phillips (2013)
105540,"All Dogs Christmas Carol, An (1998)"
105593,Filth (2013)
105653,Escape Plan (2013)
105731,Carrie (2013)
105755,"Counselor, The (2013)"
105844,12 Years a Slave (2013)
105954,All Is Lost (2013)
106002,Ender's Game (2013)
106072,Thor The Dark World (2013)
106100,Dallas Buyers Club (2013)
106144,"Selfish Giant, The (2013)"
106330,Last Vegas (2013)
106438,Philomena (2013)
106441,"Book Thief, The (2013)"
106487,The Hunger Games Catching Fire (2013)
106489,"Hobbit The Desolation of Smaug, The (2013)"
106491,47 Ronin (2013)
106540,Delivery Man (2013)
106542,Charlie Countryman (2013)
106696,Frozen (2013)
106766,Inside Llewyn Davis (2013)
106782,"Wolf of Wall Street, The (2013)"
106785,Homefront (2013)
106839,Mandela Long Walk to Freedom (2013)
106873,Evangelion 3.0 You Can (Not) Redo (2012)
106889,Tim's Vermeer (2013)
106916,American Hustle (2013)
106918,"Secret Life of Walter Mitty, The (2013)"
107069,Lone Survivor (2013)
107141,Saving Mr. Banks (2013)
107314,Oldboy (2013)
107348,Anchorman 2 The Legend Continues (2013)
107406,Snowpiercer (2013)
107436,Haunter (2013)
107447,Wrong Cops (2013)
107462,Ninja Shadow of a Tear (2013)
107630,High School (2010)
107702,Grudge Match (2013)
107723,Highlander The Search for Vengeance (2007)
107771,Only Lovers Left Alive (2013)
107780,Cats (1998)
107951,Hunting Elephants (2013)
107953,Dragon Ball Z Battle of Gods (2013)
108156,Ride Along (2014)
108188,Jack Ryan Shadow Recruit (2014)
108190,Divergent (2014)
108715,Better Living Through Chemistry (2014)
108729,Enemy (2013)
108795,Wonder Woman (2009)
108928,"Monuments Men, The (2014)"
108932,The Lego Movie (2014)
108945,RoboCop (2014)
108949,"Art of the Steal, The (2013)"
109042,Knights of Badassdom (2013)
109183,Date and Switch (2014)
109187,"Zero Theorem, The (2013)"
109191,Winter's Tale (2014)
109282,GLOW The Story of the Gorgeous Ladies of Wrestling (2012)
109295,Cold Comes the Night (2013)
109313,Chouchou (2003)
109317,Someone Marry Barry (2014)
109372,About Last Night (2014)
109374,"Grand Budapest Hotel, The (2014)"
109383,"Oversimplification of Her Beauty, An (2012)"
109483,That Awkward Moment (2014)
109487,Interstellar (2014)
109569,3 Days to Kill (2014)
109576,Welcome to the Jungle (2013)
109578,Non-Stop (2014)
109673,300 Rise of an Empire (2014)
109687,Particle Fever (2013)
109723,"Bag Man, The (2014)"
109846,Mr. Peabody & Sherman (2014)
109850,Need for Speed (2014)
109853,Barefoot (2014)
109864,Veronica Mars (2014)
109895,Bad Words (2013)
109897,Son of God (2014)
109941,Puss in Boots The Three Diablos (2012)
110102,Captain America The Winter Soldier (2014)
110127,Noah (2014)
110130,"Nut Job, The (2014)"
110286,13 Sins (2014)
110297,Muppets Most Wanted (2014)
110387,"Unknown Known, The (2013)"
110553,The Amazing Spider-Man 2 (2014)
110586,Calvary (2014)
110591,Oculus (2013)
110603,God's Not Dead (2014)
110611,Cold in July (2014)
110655,Rio 2 (2014)
110669,"Honest Liar, An (2014)"
110718,Fading Gigolo (2013)
110730,Transcendence (2014)
110771,"Other Woman, The (2014)"
110773,"Haunted House 2, A (2014)"
110826,Brick Mansions (2014)
110882,Locke (2013)
111113,Neighbors (2014)
111360,Lucy (2014)
111362,X-Men Days of Future Past (2014)
111364,Godzilla (2014)
111375,Walk of Shame (2014)
111384,Blue Ruin (2013)
111443,Chef (2014)
111617,Blended (2014)
111622,Begin Again (2013)
111659,Maleficent (2014)
111663,Zombeavers (2014)
111680,At Middleton (2013)
111743,A Million Ways to Die in the West (2014)
111759,Edge of Tomorrow (2014)
111795,Million Dollar Arm (2014)
111800,G.B.F. (2013)
111817,Jimi All Is by My Side (2013)
111913,Lilting (2014)
111921,The Fault in Our Stars (2014)
112006,Tangled Ever After (2012)
112070,Maps to the Stars (2014)
112138,22 Jump Street (2014)
112171,"Equalizer, The (2014)"
112175,How to Train Your Dragon 2 (2014)
112290,Boyhood (2014)
112303,Think Like a Man Too (2014)
112316,Jersey Boys (2014)
112326,Nick Fury Agent of S.H.I.E.L.D. (1998)
112370,Transformers Age of Extinction (2014)
112421,Frank (2014)
112450,They Came Together (2014)
112460,Planes Fire & Rescue (2014)
112497,Tammy (2014)
112515,"Babadook, The (2014)"
112552,Whiplash (2014)
112556,Gone Girl (2014)
112580,"Angriest Man in Brooklyn, The (2014)"
